text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"Кенесары көшесінде газ ағып жатыр, жарылыс қаупі ба, бұл өте қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,58000,0,Алматинский,kk
"On Достык street near the hospital a car hit a pedestrian, there are injuries, dangerous for children",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,577000,1,Байконырский,en
"В Есильский районе повсюду фонарей не горят уже неделю, целый двор стрдаает Видимо, это никому не нужно.",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,90000,4,Есильский,ru
"сарыаркинский ауданында аулада адамды сабап тастады, полиция керек, өмірге қауіп бар, шұғыл",crime,critical,Департамент полиции г. Астаны (102),31000,13,Сарыаркинский,kk
Сыганак көшесінде емхана маңында бүкіл үйде жарық өшті. қолайсыздық туғызып тұр,power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),132000,1,Есильский,kk
"In Алматинский district a pack of dogs near the school, scary for the children, fix it when possible",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,36000,7,Алматинский,en
"тлендиева көшесінде лифтте қалып қойдық, назар аударыңыздар Бәріне бәрібір сияқты.",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),214000,5,Сарыаркинский,kk
"В Байконырский районе возле детской площадки столкновение двух автомобилей, движение перекрыто, видео есть. угроза для жителей",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,420000,1,Байконырский,ru
"нуринский ауданында балабақша маңында шам жанбай тұр, ешкім әрекет етпейді",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,68000,4,Нуринский,kk
"Сарайшык көшесінде су құбыры жарылды, су ағып жатыр. жағдай ауыр, шұғыл шешу керек",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),297000,2,Байконырский,kk
"детская площадка в байконырский районе возле университета в аварийном состоянии, сколько можно терпеть Ну конечно, всем всё равно.",park_landscaping,medium,Управление благоустройства и озеленения,341000,22,Байконырский,ru
"Overflowing bins In Алматинскйи district, terrible smell. not urgent but annoying",garbage,low,Управление благоустройства г. Астаны (Тазалық),7000,3,Алматинский,en
"In Нуринский district broken benches and swings in the park, this is outrageous. not urgent but annoying",park_landscaping,low,Управление благоустройства и озеленения,696000,16,Нуринский,en
"Сыганак көшесінде балалар алаңы маңында көлік жаяу жүргіншіні қағып кетті, тұрғындарға қатер бар",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,184000,1,Сарыаркинский,kk
"на улице кошкарбаева мотоциклист попал в аварию, нужна помощь, опасно для детей",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,337000,0,Нуринский,ru
"утечка воды на улице кабанбай батыра возле перекрёстка, весь р-н страдает, дорогу размывает. ситуация чрезвычайная",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1180000,1,Нуринский,ru
"на улице бейбитшилик какой-то мужчина угрожает прхоожим ножом, прошу обратить внимание Спасибо, что как всегда ничего не делается.",crime,medium,Департамент полиции г. Астаны (102),256000,29,Байконырский,ru
"in алматинский district the whole building lost power, repeatedly. fix it when possible",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),326000,1,Алматинский,en
"Тлендиева көшесінде жол апаты болды, көлік соқтығысты, 109-ға қоңырау шалдық, нәтиже жоқ. назар аударыңыздар",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,155000,1,Сарыаркинский,kk
"In Нуринский district vandals smashed the playgroundd, in one spot. please look into it",crime,critical,Департамент полиции г. Астаны (102),140000,12,Нуринский,en
"Кабанбай батыра көшесінде екі көлік соқтығысып, жол бітеліпп қалды, апат болды",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,663000,1,Сарыаркинский,kk
"In Есильский district near the clinic a person collapsed, unconscious, need an ambulance now, this is very dangerous",medical_emergency,critical,Станция скорой медицинской помощи (103),11000,0,Есильский,en
"Переполненные баки На улице Сауран, ужасный запах. ситуация серьёзная, прошу срочно решить",garbage,high,Управление благоустройства г. Астаны (Тазалық),42000,2,Байконырский,ru
"In Байконырский district an open manhole on the sidewalk, one could fall in, it causes inconvenience",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",49000,7,Байконырский,en
"сауран өкшесінде подъезде газ иісі шығып тұр, өте қауіпті, балаларға қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,262000,0,Есильский,kk
"На улице Акжол возле городской больницы пожар в квартире на 26 этаже, поммогите пожалуйста. уже произошла авария",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1795000,2,Есильский,ru
"Сарыаркиинский аудданында рұқсатсыз құрылыс жүргізілуде, қашанға дейін шыдау керек. қолайсыздық туғызып тұр",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),783000,35,Сарыаркинский,kk
"In Нуринский district near the hospital the streetlight is not workin,g it's dark and scary at night. this i salready dangerous",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,70000,4,Нуринский,en
"On Жанибека и Керея street near the market trees untrimmed, lawn overgrown, constantly recurring. please pay attention",park_landscaping,medium,Управление благоустройства и озеленения,429000,17,Байконырский,en
"Сарыаркинский ауданында балалар алаңы маңында жол бұзылған, бүкіл аудан зардап шегуде шұңқыр, көліктер зақымдалуда. жағдай ауыр, шұғыл шешу керек",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),335000,10,Сарыаркинский,kk
"On Жанибека и Керея street near the playground the bus stop is in bad condition, no shelter, please pay attention",public_transport,medium,Управление пассажирского транспорта,77000,26,Байконырский,en
"Сарыаркинский ауданында екі көлік соқтығысып, жол бітелпі қалды, наза раударыңыздар",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,158000,1,Сарыаркинский,kk
"на улице сейфуллина сильный запах газа в подъезде, видео есть. очень опасный участок",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,123000,0,Есильский,ru
"на улице кабанбай батыра остановка в плохом состоянии, навеса нет, доставляет неудобства",public_transport,medium,Управление пассажирского транспорта,100000,11,Нуринский,ru
"на улиц кошкарбаева лопнула труба, вода заливает подвал, прошу обратить вниманеи",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),367000,3,Сарыаркинский,ru
"On Хусейна Бижанова street a car caught fire, the flames are spreading, the situation is serious, please fix urgently",fire,high,ДЧС г. Астаны — Пожарная служба (101),2500000,1,Сарыаркинский,en
"On Сауран street near the kindergarten hot water cut off for 2 days, people are in danger",heating_utilities,critical,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,558000,7,Байконырский,en
"in алматинкий district near the clinic a shooting near the club, someone is injuredd, an accident already happened",crime,critical,Департамент полиции г. Астаны (102),25000,8,Алматинский,en
"In Еисльсий district an aggressive dog bit a passer-by, fix it when possible",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,23000,7,Есильский,en
"На улице Кенесары в парке сломаны скамейки и качели, это продолжается неделями. жителям некомфортно Ну конечно, всем всё равно.",park_landscaping,medium,Управление благоустройства и озеленения,300000,13,Байконырский,ru
"on кенесары street a woman has chest pain, send an ambulance, this is outrageous. this is already dangerous",medical_emergency,high,Станция скорой медицинской помощи (103),9000,0,Есильский,en
"на ул. кенесары в квартире сильно пахнет газом, никто не реагирует. это уже опасно",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,157000,0,Байконырский,ru
"In Нуринский district no wheelchair ramp for people with disabilities, please look into it",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",52000,12,Нуринский,en
"В Есильский р-не уже несколько большая яма на дороге, никто не реагирует. хотелось бы решить этот вопрос Видимо, это никому не нужно.",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),278000,3,Есильский,ru
"На улице Бебйитшилик паркуются на местах для инвалидов, уже писали в e-Otinish",parking_violation,critical,Местная полицейская служба / служба эвакуации,13000,1,Алматинский,ru
"Bus #13 On Динмухамеда Кунаева street doesn't follow the schedule, please look into it. not urgent but annoying",public_transport,low,Управление пассажирского транспорта,28000,12,Байконырский,en
"В Есильксий районе возле школы №25 загорелся автомобиль, оогнь распространяется, люди в опасности",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1825000,1,Есильский,ru
"В Есилльский районе возле ЖД вокзала газовая труба повреждена, идёт газ, угроза для жителей",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,159000,1,Есильский,ru
в алматинский районе вандалы разгромили детскую площадку. это безобразие,crime,medium,Департамент полиции г. Астаны (102),21000,23,Алматинский,ru
"In Есильский district near the school #25 a building is on fire, in one spot smoke, people in danger, needs immediate action",fire,critical,ДЧС г. Астаны — Пожарная служба (101),706000,1,Есильский,en
"на улице сауран остановка в плохом состоянии, навеса нет, люди в опасности",public_transport,critical,Управление пассажирского транспорта,408000,3,Нуринский,ru
"сарыаркинский ауданында бүкіл аудан зардап шегуде шам жанбай тұр, шара қолданыңыз",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,179000,4,Сарыаркинский,kk
"На улице Е10 ночью ограбили магазин, разбили витрину и вынесли товар, ситуация серьёзная, прошу срочно решить",crime,high,Департамент полиции г. Астаны (102),102000,17,Байконырский,ru
"на улице жанибека и керея возле жд вокзала плохое благоустройство, дорожки разбиты, доставляет неудобства",park_landscaping,medium,Управление благоустройства и озеленения,462000,14,Нуринский,ru
"Сейфуллина көшесінде су құбыры жарылды, су ағып жатыр. қолайсыздық туғызып тұр",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),281000,2,Нуринский,kk
"Нуринский ауданында аялдама маңында үйде жылу жоқ, пәтер суық, көптен бері осылай. тұрғындарға қатер бар",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,390000,4,Нуринский,kk
"В Сарыаркинский районе канализация затопила двор, звонили в 109, без толку. прошу обратить внимание",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),391000,2,Сарыаркинский,ru
"на улице кабанбай батыра человеку плохо, без сознания, срочно нужна скорая, опасно для детей",medical_emergency,critical,Станция скорой медицинской помощи (103),11000,0,Байконырский,ru
"Сосульки свисают с крыши В Алматинский районе, могут упасть на людей, доставляет неудобства",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),175000,0,Алматинский,ru
On Е10 street near the school #25 the whole buildng ost power. people are in danger,power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),214000,1,Есильский,en
"Республики көшесінде көлік тротуарға қойылған, өтуге болмайды, көптен бері осылай. өмірге қауіп бар, шұғыл",parking_violation,critical,Местная полицейская служба / служба эвакуации,29000,1,Нуринский,kk
"Сауран көшесінде екі көлік соқтығысып, жол бітеліп қалды, бұл қауіпті",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,140000,1,Нуринский,kk
"на улице сыганак возле жд вокзала нет отопления в доме, в квартире холодно, так уже давно. нужно срочно",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,204000,6,Нуринский,ru
"on богенбай батыра street stray dogs roaming, multiple, attacking people, no one responds. a minor issue, but still",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,38000,3,Есильский,en
"На улице Хусейна Бижанова пожар в квартире на 91 этаже, сколько можно терпеть. срочно, есть угроза для жизни",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2500000,0,Сарыаркинский,ru
"On Богенбай батыра street near the hospital no electricity for 38 hours, the whole yard suffers. needs immediate action",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),294000,1,Алматинский,en
"Есильский ауданында қаңғыбас иттер жүр, көп, адамдарға тап беруде, суреті бар. шұғыл емес, бірақ мазалайды",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,50000,8,Есильский,kk
"Респпублики көшесінде жол бұзылған, бірнеше шұңқыр, көліктер зақымдалуда. тұрғындарға қатер бар",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),433000,10,Байконырский,kk
"На улице Сарыарка автобусы переполнены, в одном месте, водители грубят. так уже давно",public_transport,low,Управление пассажирского транспорта,96000,14,Байконырский,ru
"стройкка на улице сарыарка шумит рано утрром, мелочь, но всё же Спасибо, что как всегда ничего не делается.",noise,low,Департамент полиции г. Астаны,1000,1,Алматинский,ru
"Есильсикй ауданында үйде жылу жоқ, пәтер суық, тұрғындар шағымдануда. тұрғындарға қатер бар",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,768000,5,Есильский,kk
"На улице Республики пожар в квартире на 25 этаже, фото прилагаю. опасно для детей",fire,critical,ДЧС г. Астаны — Пожарная служба (101),2298000,1,Нуринский,ru
"On Жанибека и Керея street a building is on fire, smoke, people in danger, this is very dangerous",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1584000,2,Сарыаркинский,en
"В Байконырский районе возле детской площадки постоянные перебои с электричеством, обращались уже не раз",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),338000,1,Байконырский,ru
"на перекрёстке на улице хусейна бижанова произошло дтп, машины столкнулись, уже писали в e-otinish. хотелось бы решить этот вопрос",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,181000,1,Байконырский,ru
"In Есильский district near the school #25 the aspahlt collapsed, it's been like this for a while",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),183000,8,Есильский,en
"На ул. Сауран возле детской площадки автобусы переполнены,, водители грубят. обращались уже не раз",public_transport,critical,Управление пассажирского транспорта,201000,3,Есильский,ru
"Байконырский ауданында қоқыс шығарылмайды, 109-ға қоңырау шалдық, нәтиже жоқ. тұрғындарға қатер бар",garbage,high,Управление благоустройства г. Астаны (Тазалық),55000,1,Байконырский,kk
Богенбай батыра көшесінде базар маңында кафеден қатты музыка таңға дейін. көмектесіңіздерші Бәріне бәрібір сияқты.,noise,low,Департамент полиции г. Астаны,2000,1,Есильский,kk
"on е10 street the elevator is broken, hard for elderly residents, photo attached",elevator,critical,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),493000,4,Алматинский,en
"on тлендиева street near the kindergarten hot water cut off for 92 days, not urgent but annoying",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,315000,8,Есильский,en
"In Байконырский district hot water cut off for 82 days, a real threat to residents",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,860000,10,Байконырский,en
"Байконырский ауданында саябақта орындықтар сынған, көмектесіңіздерші. мүмкіндік болса қараңыздар Әрине, әдеттегідей ешкім қам жемейді.",park_landscaping,low,Управление благоустройства и озеленения,91000,30,Байконырский,kk
"on сейфуллина street the bus stop is in bad condition, no shelter, not urgent but annoying",public_transport,low,Управление пассажирского транспорта,126000,31,Алматинский,en
"Автобус №2 На улице Сейфуллина возле поликлиники №4 не ходит по расписанию, так уже давно. прошу обратить внимание Ну конечно, всем всё равно.",public_transport,medium,Управление пассажирского транспорта,119000,20,Нуринский,ru
"На улице Богенбаай батыра застряли в лифте между этажами, доставляет неудобства",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),108000,5,Сарыаркинский,ru
"Сосльки свисают сс крыши На улице Абая, могут упасть на людей, ситуация серьёзная, прошу срочно решить",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),86000,1,Алматинский,ru
"In Байконырский district a shooting near the club, someone is injured, the situation is serious, please fix urgently",crime,high,Департамент полиции г. Астаны (102),155000,10,Байконырский,en
"В Есильский районе возле роддома сломан светофор на перекрёстке, обращались уже не раз. ситуация чрезвычайная",other,critical,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",15000,4,Есильский,ru
"Динмухамеда Кунаева көшесінде ыстық су 94 күнге өшірілді, қолайсыздық туғызып тұр",heating_utilities,medium,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,643000,9,Сарыаркинский,kk
"жанибека и керея көшесінде балалар алаңы маңында көлік жаяу жүргіншіні қағып кетті, төтенше жағдай",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,244000,1,Есильский,kk
"На улице Орынбор плохое благоустройсство, дорожки разбиты, не сроччно, но раздражает",park_landscaping,low,Управление благоустройства и озеленения,176000,17,Сарыаркинский,ru
"На улице Орынбор возле детской площадки нет холодной воды в доме уже 20 дней, обращались уже не раз. ситуация чрезвычайная",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),867000,2,Есильский,ru
"автобус №86 на ул. кенесары возле поликлиники №4 не ходит по расписанию, целый двор страдает. нужно срочно",public_transport,high,Управление пассажирского транспорта,225000,8,Сарыаркинский,ru
"На улице Кабанбай батыра возле остановки лифт дёргается и останавливается, страшно ездить, очень опасный участок",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),223000,6,Нуринский,ru
"республики көшесінде базар маңында лифт бұзылған, қарттарға ауыр, жағдай ауыр, шұғыл шешу керек",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),147000,3,Байконырский,kk
"On Сарыарка street an elderly man fell on the street, not moving, dangerous for children",medical_emergency,critical,Станция скорой медицинской помощи (103),28000,1,Сарыаркинский,en
"В Есильский районе возле ТЦ «Хан Шатыр» пожилой мужчина упал на улице, не двигается, это очень опасно",medical_emergency,critical,Станция скорой медицинской помощи (103),17000,0,Есильский,ru
"Орынбор көшесінде пәтерде газ иісі күшті, көптен бері осыла.й бұл қауіпті",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,150000,1,Байконырский,kk
"In Алматинский district near the hospital an open manhole on the sidewalk, one could fall in, residents are uncomfortable",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",166000,5,Алматинский,en
"В Алматинский районе бездомные животные роются в мусоре, фото прилагаю",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,20000,3,Алматинский,ru
"Детская площадка На улице Абая возле рынка «Артём» в аварийном состоянии, соседи подтвердят Спасибо, что как всегда ничего не делается.",park_landscaping,medium,Управление благоустройства и озеленения,308000,33,Сарыаркинский,ru
"In Нуринский distritc no electricity for 18 hours, photo attachd. please pay attention",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),161000,1,Нуринский,en
"В Сарыаркинский раййоне отключили горячую вооду на 61 дней, мелочь, но всё же",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,587000,4,Сарыаркинский,ru
"сейфуллина көшесінде ортақ жерде заңсыз нысан салынуда, қолайсыздық туғызып тұр",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),847000,17,Сарыаркинский,kk
"На улице Тлендиева возле колы №25 кража из квартиры, вынесли вещи, прошу принять меры. срочно, есть уроза для жизни",crime,critical,Департамент полиции г. Астаны (102),106000,20,Сарыаркинский,ru
"In Сарыаркинский district near the school #25 neighbours are noisy at night, can't sleep. residetns are uncomfortable",noise,medium,Департамент полиции г. Астаны,2000,1,Сарыаркинский,en
"На улице Республики возле университета нет пандуса для колясок и инвалидов, жители жалуются",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",29000,10,Сарыаркинский,ru
"на улице хусейна бижанова люк на тротуаре открыт, можно провалиться, мелочь, но всё же",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",54000,6,Байконырский,ru
"байконырский ауданында қаңғыбас иттер қоқыс шашып жүр, көптен бері осылай",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,10000,8,Байконырский,kk
"На улице Кабанбай батыра агрессивная собака покусала прохожего, мелочь, но всё же Видимо, это никому не нужно.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,12000,9,Есильский,ru
"Алматинский ауданында шам жанбай тұр, 109-ға қоңырау шалдық, нәтиже жоқ",streetlight,critical,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,88000,1,Алматинский,kk
"В Алматинский районе снег не чистят 89 днеей, дорога непроходим, очень опасный участок",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),114000,2,Алматинский,ru
"На ул. Абая обокрали машину, разбили стекло, украли магнитолу, помогите пожалуйста. может случиться пожар",crime,critical,Департамент полиции г. Астаны (102),115000,15,Байконырский,ru
"На улице Е10 не работает уличный фонарь, вечером темно и страшно. доставляет неудобства",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,57000,2,Байконырский,ru
"На улице Сауран возле детской площадки ребёнок задыхается, помогите, вызовите скорую, может случиться пожар",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,0,Сарыаркинский,ru
"На улице Кошкарбаева бегают бездомные собаки,, кидаются на людей, видео есть. когда будет возможность, посмотрите Ну конечно, всем всё равно.",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,18000,5,Алматинский,ru
"On Сарыарка street an open manhole on the sidewalk, one could fall in, the situation is serious, please fix urgentyl",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",82000,2,Есильский,en
"In Нуринский district the asphalt collapsed, photo attached",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),108000,8,Нуринский,en
"На улице Туран паркуются на местах для инвалидов, акимат бездействует",parking_violation,low,Местная полицейская служба / служба эвакуации,9000,1,Есильский,ru
"Жанибека и Керея көшесінде көлік жанып кетті, қолайсыздық туғызып тұр",fire,medium,ДЧС г. Астаны — Пожарная служба (101),751000,3,Есильский,kk
"In Есильский district the streetlight is not working, it's dark and scary at night. fix it when possible",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,58000,4,Есильский,en
"сарыаркинский ауданында ыстық су 15 күнге өшірілді, жағдай ауыр, шұғыл шешу керек",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,999000,6,Сарыаркинский,kk
"In Алматинский district near the hospital the traffic light at the crossing is broken, the whole yard suffers. it causes inconvenience",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",60000,9,Алматинский,en
"На улице Туран авария на теплотрассе, несколько домов без тепла. ситуация серьёзная, прошу срочно решить",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,496000,4,Нуринский,ru
"На улице Мангилик Ел возле городской больницы бездомные животные роются в мусоре, никто не реагирует",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,30000,8,Байконырский,ru
"Дорожное покрытие На улице Сауран возле родда в ужасном состоянии, ям. люди в опасности",pothole,critical,Управление пассажирского транспорта и автодорог (Дорожный комитет),341000,8,Алматинский,ru
"в сарыаркинский районе возле рынка «артём» не работает уличный фонарь, вечером темно и страшно. по возможности устраните",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,40000,4,Сарыаркинский,ru
"на ул. жубанова пожилой мужчина упал на ул., не двигается, люди в опасности",medical_emergency,critical,Станция скорой медицинской помощи (103),3000,0,Сарыаркинский,ru
"In Алматинский district near the school #25 an open manhole on the sidewalk, one could fall in, it causse incconvenience",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",113000,9,Алматинский,en
"Алихана Бокейхана көшесінде балалар алаңы маңында қоқыс контейнерлері толып кеткен, иісі шығады. қолайсыздық туғызып тұр",garbage,medium,Управление благоустройства г. Астаны (Тазалық),18000,2,Сарыаркинский,kk
"Бейбитшилик көшесінде емхана маңында жолда үлкен шұңқыр бар, бұл қауіпті",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),149000,7,Сарыаркинский,kk
"In Байконырский district a car caught fire, the flames are spreading, the situation is serios, please fix urgently",fire,high,ДЧС г. Астаны — Пожарная служба (101),2135000,1,Байконырский,en
"Утечка воды На улице Бейбитшилик возле школы №25,, дорогу размывает. это уже опасно",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),475000,2,Есильский,ru
"На улице Кеесары оборвало линию электропередач, провод искрит, жителмя некомфортно",power_outage,medium,АО «Астанаэнергосбыт» / городские электросети (АРЭК),180000,1,Алматинский,ru
"Сарыаркинский ауданында жол апаты болды, барлық жерде көлік соқтығысты, көптен бері осылай. бұл қауіпті",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,271000,2,Сарыаркинский,kk
"На ул. Орынбор соседи шумят по ночам, невозможно спать. ситуация серьёзная, прошу сррочно решить",noise,high,Департамент полиции г. Астаны,5000,0,Нуринский,ru
"In Есильский district the traffic light at the crossing is broken, already filed on e-Otinish. please pay attention",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",68000,6,Есильский,en
"Стройка В Байокнырский р-не возле университета шумит рано утром, мелочь, но всё же",noise,low,Департамент полиции г. Астаны,3000,1,Байконырский,ru
"алматинский ауданында түнде дүкенді тонаап кетті, ешкім әрекет етпейді. балаларға қауіпті",crime,critical,Департамент полиции г. Астаны (102),32000,6,Алматинский,kk
"On Мангилик Ел street illegal building on public land, fix it when possible",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),855000,30,Сарыаркинский,en
"На улице Жанибека и Керея возле ЖД вокзала сильный запах газа в подъезде, просьба разобраться. нужно срочно",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,294000,1,Алматинский,ru
"На улице Сарыарка возле детской площадки тротуар покрыт льдом, гололёд, люди падают, жители жалуются. жителям некомфортно Видимо, это никому не нужно.",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),47000,2,Есильский,ru
"на улице сейфуллина заблокировали выезд из двора припаркованной машиной, не срочно, но раздражает",parking_violation,low,Местная полицейская служба / служба эвакуации,9000,2,Алматинский,ru
"On Богенбай батыра street a parked car is blocking te courtyard exit, fix it when possible",parking_violation,low,Местная полицейская служба / служба эвакуации,8000,0,Алматинский,en
"На улице Сыганак возле перекрёстка постоянный шум от автомойки, жители жалуются",noise,medium,Департамент полиции г. Астаны,1000,1,Сарыаркинский,ru
"В Байконырский районе несколько мусор не вывозят, так уже давно. прошу обратить внимание Спасибо, что как всегда ничего не делается.",garbage,medium,Управление благоустройства г. Астаны (Тазалық),69000,3,Байконырский,ru
"In Сарыаркинский district several garage is not collected, residents are complaining. residents are uncomfortable",garbage,medium,Управление благоустройства г. Астаны (Тазалық),39000,4,Сарыаркинский,en
"A car crash at On Саррыарка street, in one spot cars collided, no one responds. this is already dangerous",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,163000,1,Сарыаркинский,en
"Достык көшесінде аялдама нашар жағдайда, апат болды",public_transport,critical,Управление пассажирского транспорта,101000,7,Нуринский,kk
"На улице Хусейна Бижанова возле городской больницы машину припарковали на тротуаре, не пройти с коляской, видео есть. очень опасный участок",parking_violation,high,Местная полицейская служба / служба эвакуации,17000,1,Есильский,ru
