text,category,urgency,department,cost_kzt,resolution_days,location_district,language
"сарыаркинский ауданында қарт кісі көшеед құлап қалды, қозғалмайды, бұл өте қауіпті",medical_emergency,critical,Станция скорой медицинской помощи (103),8000,1,Сарыаркинский,kk
"on жанибека и керея street near the school #25 a water pipe burst, constantly recurring water is flooding. an accident already happened",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),526000,2,Есильский,en
"in нуринский district a gas leak, it smells of gas, afraid of explosion, dangerous for children",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,268000,0,Нуринский,en
"On Сарайшык street near the market the elevator is broken, hard for elderly residents, pleas take action",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),341000,6,Байконырский,en
"Машина врезалась в столб На улице Жубанова, есть пострадавшие, нужно срочно",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,525000,1,Нуринский,ru
"Алматинский ауданында көршілер түнде шулайды, ұйықтау мүмкін емес. назар аударыңыздар",noise,medium,Департамент полиции г. Астаны,2000,1,Алматинский,kk
"В Сарыаркинский райооне драка со стрельбой, человека ранили, нужна полиция, хотелось бы решить этто вопрос Ну конечно, всем всё равно.",crime,medium,Департамент полиции г. Астаны (102),139000,31,Сарыаркинский,ru
"На перекрёстке На улице Алихана Бокейхана возле городской больницы произошло ДТП, уже несколько машины столкнулись, никто не реагирует. уже произошла авария",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,309000,1,Нуринский,ru
"Автобус №91 На улице Иманова возле рынка «Артём» не ходит по расписанию, сколько можно терпеть. прошу обратить внимание",public_transport,medium,Управление пассажирского транспорта,258000,28,Нуринский,ru
"in есильский district near the school #25 black ice on the road, cars are sliding, everywhere. the situation is serious, please fix urgently",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),85000,3,Есильский,en
"Хусейна Бижанова көшесінде аялдама нашар жағдайда, шұғыл емес, бірақ мазалайды",public_transport,low,Управление пассажирского транспорта,104000,15,Нуринский,kk
"На улице Жубанова возле детской площадки бегают бездомные собаки,, кидаются на людей, жители жалуются. не срочно, но раздражает",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,9000,6,Сарыаркинский,ru
"На улице Сарыарка возле детской площадки тротуар покрыт льдом, гололёд, люди падают, жители жалуются. жителям некомфортно Видимо, это никому не нужно.",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),47000,2,Есильский,ru
"Переполненные баки На улице Сауран, ужасный запах. ситуация серьёзная, прошу срочно решить",garbage,high,Управление благоустройства г. Астаны (Тазалық),42000,2,Байконырский,ru
"Динмухамеда Кунаева көшесінде су құбыры жарылды, су ағып жатыр. назар аударыңыздар",water_sewage,medium,ГКП «Астана су арнасы» (Водоканал),235000,2,Алматинский,kk
"На улице Алихана Бокейхана тротуар покрыт льдом, гололёд, люди падают, никто не реагирует. хотелось бы решить этот вопрос",snow_ice,medium,Управление благоустройства / Дорожный комитет (очистка снега и наледи),108000,1,Нуринский,ru
"в сарыаркинский районе отключили горячую воду на 79 дней, очень опасный участок",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,482000,4,Сарыаркинский,ru
"На ул. Жубанова возводят здание вплотную к домам, нарушены нормы. хотелось бы решить этот вопрос",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),952000,45,Есильский,ru
"На улице Хусейна Бижанова снег не ччистят 70 дней, дорога непроходима, очень пасный участок",snow_ice,high,Управление благоустройства / Дорожный комитет (очистка снега и наледи),144000,2,Нуринский,ru
"In Байконырский district near the hospital a building is on fire, smoke, people in danger, a real threat to residents",fire,high,ДЧС г. Астаны — Пожарная служба (101),1095000,1,Байконырский,en
"Абая көшесінде көлік жаяу жүргінішні қағып кетті, қолайсыздық туғызып тұр",traffic_accident,medium,Департамент полиции (ДПС) + Скорая помощь 103,231000,0,Сарыаркинский,kk
"On Достык street hot water cut off for 64 days, this is already dangerous",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,610000,7,Нуринский,en
"На улице Достык возле детского сада «Балапан» перегорело уличоне освеещение, ничего не видно ночью. когда будет возможность, посмотрите",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,31000,4,Нуринский,ru
"On Кенесары street consstruction without a permit, we called 109, no result. thsi is already dangerous",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),674000,30,Нуринский,en
"on жубанова street no wheelchair ramp for people with disabilities, please help",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",70000,6,Есильский,en
"на улице туркестан возле перекрёстка нет дорожного знака, водители путаются, обращались уже не раз",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",50000,13,Алматинский,ru
"на ул. кошкарбаева лифт сломан, пожилым тяжело подниматься, уже писали в e-otinish",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),128000,6,Есильский,ru
"Орынбор көшесінде балабқаша маңында бағдаршам істемейді, көптен бері осылай. қолайсыздық туғызып тұр",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",51000,3,Байконырский,kk
"На ул. Бейбитшилик возле городской больницы ведётся стройка без разрешения, это безобразие. доставляет неудобства Спасибо, что как всегда ничего не делается.",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),533000,48,Алматинский,ru
"On Республики street near the hospital no electricity for 75 hours, this is outrageous. emergency situation",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),745000,1,Байконырский,en
"На улице Сауран перегорело уличное освещение, ничего не видно ночью. жителям некомфортно",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,60000,4,Байконырский,ru
"В Есильский районе возле родома сильный запах газа в подъезде, это продолжается неделями. может случиться пожар",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,158000,1,Есильский,ru
Бейбитшилик өкшесінде кафеден қатты музыка таңға дейін. қашанға дейін шыдау керек Бәріне бәрібір сияқты.,noise,low,Департамент полиции г. Астаны,3000,1,Есильский,kk
"на улице кабанбай батыра авария, машина сбила пешехода, нужно срочо",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,146000,1,Байконырский,ru
"В Есильский районе какой-то мужчина угрожает прохожим ножом, когда будет возможность, посмотрите",crime,low,Департамент полиции г. Астаны (102),29000,12,Есильский,ru
"На ул. Сйефуллина откллючили горячую воду на 28 дней, мелочь, но всё же",heating_utilities,low,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,152000,9,Алматинский,ru
"On Тлендиева street a car caught fire, the flames are spreading, an accident already happened",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1913000,1,Нуринский,en
"На улице Жанибека и Керея провал асфальта, колесо пробил, прросьба разобраться",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),528000,11,Сарыаркинский,ru
"На улице Хусейна Бижанова возле роддома лифт не работает уже 62 дней, прошу принять меры. не срочно, но раздражает",elevator,low,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),129000,7,Байконырский,ru
"Маршру т№96 В Нуринский р-не возле детской площадки отменили, людям не доехать. ситуация серьёзная, прошу срочно решить",public_transport,high,Управление пассажирского транспорта,74000,15,Нуринский,ru
"Сарыаркинский ауданында емхана маңында ғимарат өртеніп жатыр, адамдар қауіпте, жағдай ауыр, шұғыл шешу керек",fire,high,ДЧС г. Астаны — Пожарная служба (101),1376000,1,Сарыаркинский,kk
"In Нуринский district the traffic light at the crossing is broken, this is outrageous. not urgent but annoying",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",63000,14,Нуринский,en
"On Бейбитшилик street broken benches and swings in the park, it's been like this for a while. residents are uncomfortable",park_landscaping,medium,Управление благоустройства и озеленения,409000,18,Алматинский,en
"Алихана Бокейхана көшесінде балабақша маңында көгалға бірнеше көлік қойып кеткен, қолайсыздық туғызып тұр",parking_violation,medium,Местная полицейская служба / служба эвакуации,25000,2,Байконырский,kk
"Алматинский ауданында пдъезде газ ииісі шығып тұр, өте қауіпті, бұл өте қауіпті",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,339000,1,Алматинский,kk
"На улцие Сейфуллина возле роддома загорелся автомобиль, огонь распространяется, жителям некомфортно",fire,medium,ДЧС г. Астаны — Пожарная служба (101),2346000,3,Нуринский,ru
"Алматинский ауданында аялдама аңында бағдаршам істемейід, көмектесіңіздерші. тұрғындарға қатер бар",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",51000,8,Алматинский,kk
"На улице Е10 сильный запах газа в подъезде, просьба разобраться. требуется немедленно вмешаться",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,160000,0,Сарыаркинский,ru
"алматинский ауданында түнде дүкенді тонаап кетті, ешкім әрекет етпейді. балаларға қауіпті",crime,critical,Департамент полиции г. Астаны (102),32000,6,Алматинский,kk
"Детская площадка На улице Абая возле рынка «Артём» в аварийном состоянии, соседи подтвердят Спасибо, что как всегда ничего не делается.",park_landscaping,medium,Управление благоустройства и озеленения,308000,33,Сарыаркинский,ru
"On Абая street near the kindergarten an open manhole on the sidewalk, one could fall in, emergency situation",other,critical,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",76000,6,Есильский,en
"а улице Динмухамеда Кунаева возле университета возводят здание вплотную к домам, нарушены нормы. жителям некомфортно Ну конечно, всем всё равно.",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),2180000,42,Есильский,ru
"On Сауран street a murder happened, a body was found, not urgent but annoying Apparently nobody cares.",crime,low,Департамент полиции г. Астаны (102),61000,19,Нуринский,en
"на ул. туркеестан возле остановки канализаиця затопила двор, видео есть. срочно, есть угроза для жизни",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1625000,3,Алматинский,ru
"In Есильский district the pipe burst and flooded the whole yard, photo attached. this is very dangerous",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),599000,2,Есильский,en
"в байконырскийй районе заблокировали выезд из двора припаркованной машиной, прошу обратить внимание Видимо, это никому не нужно.",parking_violation,medium,Местная полицейская служба / служба эвакуации,8000,1,Байконырский,ru
"на улице туркестан в парке сломаны скамейки и качели, видео есть. не срочно, но раздражает",park_landscaping,low,Управление благоустройства и озеленения,429000,16,Нуринский,ru
"в нуринский районе возле остановки перегорело уличное освещение, ничего не видно ночью. доставляет неудобства",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,55000,3,Нуринский,ru
"сарыарка көшесінде үйде жылу жоқ, пәтер суық, өтінемін қарастырыңыз. жағдай ауыр, шұғыл шешу керек",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,1197000,3,Нуринский,kk
"86-автобус есильский ауданында балабақша маңында кестемен жүрмейді, 109-ға қоңырау шалдық, нәтиже жоқ. балаларға қауіпті",public_transport,critical,Управление пассажирского транспорта,201000,6,Есильский,kk
"на ул. кенесары деревья не подстрижены, газон зарос. очень опасный участок",park_landscaping,high,Управление благоустройства и озеленения,265000,6,Сарыаркинский,ru
"Жанибека и Керея көшесінде көлік жаяу жүргіншіні қағып кетті, бұл қауіпті",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,475000,1,Сарыаркинский,kk
"сарыаркинский ауданында ыстық су 15 күнге өшірілді, жағдай ауыр, шұғыл шешу керек",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,999000,6,Сарыаркинский,kk
"in есильский district the whole bulding lost power, eevrywhere. this is already dangerous",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),565000,2,Есильский,en
"на ул. сыганак возле родда пожар в квартире на 73 этаже, прошу принять меры. опасно для детей",fire,critical,ДЧС г. Астаны — Пожарная служба (101),549000,1,Алматинский,ru
"Бейбитшилик көшесінде су құбыры жарылды, су ағып жатыр. апат болды",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),628000,1,Алматинский,kk
"На улице Динмухамеда Кунаева нет пандуса для колясок и инвалидов, это безобразие",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",117000,11,Нуринский,ru
"утечка воды в сарыаркинский р-не, повсюду, дорогу размывает. уже произошла авария",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),1226000,2,Сарыаркинский,ru
"На уице Сарыарка стая собак возле школы, страшно за едтей, жителям некомфортно",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,31000,4,Есильский,ru
"Самострой В Нуринский р-не, перекрыли проход, уже писали в e-Otinish",illegal_construction,medium,Управление архитектуры и градостроительства (ГАСК),1126000,23,Нуринский,ru
"На улице Туран возле перекрёстка машину припарковали на тротуаре, не пройти с коляской, так уже давно. не срочно, но раздражает",parking_violation,low,Местная полицейская служба / служба эвакуации,3000,0,Алматинский,ru
"переполненные баки на улице туран, ужасный запах. когда будет возможность, посмотрите",garbage,low,Управление благоустройства г. Астаны (Тазалық),33000,2,Алматинский,ru
"на улице сарайшык ночью ограбили магазин, разбили витрину и вынесли товар, срочно, есть угроза для жизни",crime,critical,Департамент полиции г. Астаны (102),150000,18,Есильский,ru
"В Байконырский районе возле ТЦ «Хан Шатыр» люк на тротуаре открыт, можно провалиться, не срочно, но раздражает",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",48000,4,Байконырский,ru
"Туран көшесінде көлк жаяу жүргіншіні қағып кетті, бұл өте қауіпті",traffic_accident,critical,Департамент полиции (ДПС) + Скорая помощь 103,110000,0,Байконырский,kk
"В Байконырский районе возле перекрёстка не работает уличный фонарь, вечером темно и страшно. очень опасный участок",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,116000,1,Байконырский,ru
"В Есильский районе постоянные перебои с электричеством, сколько можно терпеть",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),138000,1,Есильский,ru
"Алматинский ауданында аялдама маңында аялдама нашар жағдайда, мүмкіндік болса қараңыздар",public_transport,low,Управление пассажирского транспорта,27000,15,Алматинский,kk
"В Сарыаркинский районе ет электричества уже 47 часов, это безобразие. мелочь, но всё же",power_outage,low,АО «Астанаэнергосбыт» / городские электросети (АРЭК),392000,2,Сарыаркинский,ru
"Мангилик Ел көшесінде асфальт ойылған, көптен бері осылай",pothole,medium,Управление пассажирского транспорта и автодорог (Дорожный комитет),149000,4,Сарыаркинский,kk
"Мангилик Ел көшесінде балабақша маңында шам жанбай тұр, көптен бері осылай Бәріне бәрібір сияқты.",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,53000,4,Есильский,kk
"On Жанибека и Керея street near the hospital the traffic light at the crossing is broken, it's been like this for a while. fix it when possible",other,low,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",36000,8,Алматинский,en
"in есильский district a strong ssmell of gas in the entrance, it's been like this for a while. needs immediate action",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,126000,0,Есильский,en
"на улице богебай батыра нет дорожного знака, водители путаются, так уже давно",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",40000,5,Есильский,ru
"автобус №55 на ул. богенбай батыра не ходит по расписанию, звонили в 109, без толку. доставляет неудобства",public_transport,medium,Управление пассажирского транспорта,153000,26,Нуринский,ru
"кошарбаева көшесінде көлік жанып кетті, бұл өте қауіпті",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1001000,1,Байконырский,kk
"на улице сарыарка разбитая дорога, ямы, машины повреждаются. это уже опасно",pothole,high,Управление пассажирского транспорта и автодорог (Дорожный комитет),222000,6,Алматинский,ru
"Динмухамеда Кунаева көшесінде көршілер түнде шулайды, ұйықтау мүмкін емес. бұл өте қауіпті",noise,critical,Департамент полиции г. Астаны,3000,0,Сарыаркинский,kk
"В Есильский районе горит здание, постоянно повторяется дыма, люди в опасности, уже произошла авария",fire,critical,ДЧС г. Астаны — Пожарная служба (101),1676000,2,Есильский,ru
"in сарыаркинский district the gas pipe is damaged, gas is leaking, people are in danger",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,125000,1,Сарыаркинский,en
"сарыаркинский ауданында түнде дүкенді тонап кетті, ешкім әрекет етпейді. назар аударыңыздар",crime,medium,Департамент полиции г. Астаны (102),118000,18,Сарыаркинский,kk
"В ББайконырский районе машины стоят на газоне, не срочно, но раздражает",parking_violation,low,Местная полицейская служба / служба эвакуации,13000,2,Байконырский,ru
"on сыганак street near the market a water pipe burst, water is flooding. needs immediate action",water_sewage,critical,ГКП «Астана су арнасы» (Водоканал),373000,1,Байконырский,en
"на улице е10 возле тц «хан шатыр» автобусы переполнены,, водители грубят. обращались уже не раз",public_transport,medium,Управление пассажирского транспорта,141000,18,Алматинский,ru
"На ул. Жубанова возводят здание вплотную к дам, нарушены нормы. когда будет возможность, посмотрите",illegal_construction,low,Управление архитектуры и градостроительства (ГАСК),239000,31,Нуринский,ru
"в сарыаркинский районе отключили горячую воду на 84 дней, нужно срочно",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,305000,1,Сарыаркинский,ru
"Байконырский ауданында мектеп маңында ит үйірі, балалар үшін қорқынышты, шұғыл емес, бірақ мазалайды",stray_animals,low,Управление ветеринарии / отлов безнадзорных животных,22000,3,Байконырский,kk
"В Нуринский р-не сломан светофор на перекрёстке, уже писали в e-Otinish. нужно срочно",other,high,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",93000,9,Нуринский,ru
"Хусейна Бижанова көшесінде емхана маңында мектеп маңында ит үйірі, балалар үшін қорқынышты, назар аударыңыздар",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,23000,6,Алматинский,kk
"на улице иманова возле детской площадки заблокировали выезд з двора припаркованной машиной, мелочь, но вс ёже",parking_violation,low,Местная полицейская служба / служба эвакуации,14000,1,Алматинский,ru
"На ул. Иманова незаконно строят объект на земле общего пользования, это уже опасно",illegal_construction,high,Управление архитектуры и градостроительства (ГАСК),2056000,25,Байконырский,ru
"On Абая street trees untrimmed, lawn overgrown, constantly recurring. please pay attention",park_landscaping,medium,Управление благоустройства и озеленения,390000,21,Нуринский,en
"в байконырский р-не прорыв трубы, весь двор затопило водой, целый двор страдает. ситуация серьёзная, прошу срочно решить",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),254000,2,Байконырский,ru
"Сарыаркинский ауданында адам есінен танып қалды, жедел жәрдем керек, төтенше жағдай",medical_emergency,critical,Станция скорой медицинской помощи (103),3000,0,Сарыаркинский,kk
"On Е10 street stray dogs roaming, in one sppot, attacking people, photo attached. needs immediate action",stray_animals,critical,Управление ветеринарии / отлов безнадзорных животных,65000,3,Нуринский,en
"in нуринский district a gas leak, it smells of gas, afrai of exlosion, emergency situation",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,373000,0,Нуринский,en
"In Байконырский district a car caught fire, the flames are spreading, the situation is serios, please fix urgently",fire,high,ДЧС г. Астаны — Пожарная служба (101),2135000,1,Байконырский,en
"On Туркестан street neighbours are noisy at night, can't sleep. please pay attention",noise,medium,Департамент полиции г. Астаны,2000,1,Байконырский,en
"Сарыаркинский ауданында үнемі қайталанады шаам жанбай тұр, бүкіл аула зардап шегуде",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,80000,3,Сарыаркинский,kk
"В Сарыаркинский районе пожилой мужчина упал на улице, не двигается, может случиться пожар",medical_emergency,critical,Станция скорой медицинской помощи (103),5000,0,Сарыаркинский,ru
"На ул. Абая обокрали машину, разбили стекло, украли магнитолу, помогите пожалуйста. может случиться пожар",crime,critical,Департамент полиции г. Астаны (102),115000,15,Байконырский,ru
"On Е10 street a woman has chest pain, send an ambulance, residents are complaining. urgent, there is a threat to life",medical_emergency,critical,Станция скорой медицинской помощи (103),12000,0,Сарыаркинский,en
"иманова көшесінде базар мңаында тротуар мұзға айналды, адамдар құлап жатыр, мүмкіндік болса қрааңыздар",snow_ice,low,Управление благоустройства / Дорожный комитет (очистка снега и наледи),47000,2,Сарыаркинский,kk
"Утечка воды В Есильский р-не, уже несколько, дорогу размывает. ситуация серьёзная, прошу срочно решить",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),815000,3,Есильский,ru
"есильский ауданында көше шамы жанбайды, кешке қараңғы. тұрғындарға қатер бар",streetlight,high,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,133000,3,Есильский,kk
"In Байконырский district a shooting near the club, someone is injured, this is already dangerous",crime,high,Департамент полиции г. Астаны (102),73000,15,Байконырский,en
"in нуринский district near the clinic a murder happened, a body was found, an accident already happened",crime,critical,Департамент полиции г. Астаны (102),61000,8,Нуринский,en
"Сарайшык көшесінде балалар алаңы маңында көршілер түнде шулайды, ұйықтау мүмкін емес. жағдай ауыр, шұғыл шешу керек",noise,high,Департамент полиции г. Астаны,7000,0,Есильский,kk
"на улице республики нет пандуса для колясок и инвалидов, прошу принять меры",other,medium,"Аппарат акима г. Астаны (e-Otinish, общий отдел)",179000,10,Байконырский,ru
"Сарайшык көшесінде қоқыс шығарылмайды, өтінемін қарастырыңыз. жағдай ауыр, шұғлы шешу керек",garbage,high,Управление благоустройства г. Астаны (Тазалық),56000,2,Нуринский,kk
"63-автобус алматинский ауданында кестемен жүрмейді, қашанға дейін шыдау керек. назар аударыңыздар",public_transport,medium,Управление пассажирского транспорта,73000,7,Алматинский,kk
"в байконырский районе фонарей не горят уже неделю, это безобразие Ну конечно, всем всё равно.",streetlight,medium,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,39000,3,Байконырский,ru
"Есильский ауданында балабақша маңында лифтте қалып қойдық, балаларға қауіпті",elevator,critical,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),581000,3,Есильский,kk
"On Сарайшык street broken benches and swings in the park, please help. not urgent but annoying",park_landscaping,low,Управление благоустройства и озеленения,138000,17,Алматинский,en
"на ул. богенбай батыра лифт не работает уже 2 дней, уже писали в e-otinish. угроза дляя жителей",elevator,high,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),165000,3,Байконырский,ru
"Нуринский ауданында баалбақша маңында жолда көк мұз, көліктер тайып барады, өмірге қауіп бар, шұғыл",snow_ice,critical,Управление благоустройства / Дорожный комитет (очистка снега и наледи),47000,1,Нуринский,kk
"Сарыаркинский ауданында алядама маңында қаңғыбас иттер қоқыс шашып жүр, ешкім әрекет етпейді",stray_animals,medium,Управление ветеринарии / отлов безнадзорных животных,20000,3,Сарыаркинский,kk
"На ул. Сейфуллина лифт не работает уже 86 дней, целый двор страдает. хотелось бы решить этот вопрос",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),101000,3,Алматинский,ru
"on кабанбай батыра street a strong smell of gas in te entrance, no one responds. a eral threat to residents",gas_leak,high,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,111000,1,Байконырский,en
"На улице Богенбай батыра ребёнок задыхается, помогите, ызовите скорую, угроза для жителей",medical_emergency,high,Станция скорой медицинской помощи (103),3000,0,Есильский,ru
"In Сарыаркинский district near the playground tw ovehicles collided, the road is blocked, this is already daangerous",traffic_accident,high,Департамент полиции (ДПС) + Скорая помощь 103,192000,2,Сарыаркинский,en
"In Есильский ditsrict a oman has chest pain, send an ambulance, please take action. please pay attention",medical_emergency,medium,Станция скорой медицинской помощи (103),7000,1,Есильский,en
"on кенесары street near the hospital the bus stop is in bbad condition, no shelter, fix it when possible",public_transport,low,Управление пассажирского транспорта,90000,3,Алматинский,en
"In Есилський district near the market neighbours are noisy at night, can't sleep. residents are uncomfortable",noise,medium,Департамент полиции г. Астаны,8000,1,Есильский,en
"на улице орынбор бездомные животные роются в мусоре, помогите пожалуйста",stray_animals,high,Управление ветеринарии / отлов безнадзорных животных,25000,3,Есильский,ru
"on сарайшык street sewage flooded the yard, please help. this is alreday dangerous",water_sewage,high,ГКП «Астана су арнасы» (Водоканал),217000,2,Есильский,en
"На улице Акжол возле ТЦ «Хан Шатыр» лифт не работает уже 61 дней, так уже давно. хотелось бы решить этот вопрос",elevator,medium,Жилищная инспекция / КСК-ОСИ (лифтовое хозяйство),323000,10,Есильский,ru
"bus #92 on кенесары street doesn't follow the schedule, please help. no turgent but annoying",public_transport,low,Управление пассажирского транспорта,191000,10,Есильский,en
"In Байконырский district near the clinic stray dogs roaming, everywhere, attacking people, we called 109, no result. emergency situation",stray_animals,critical,Управление ветеринарии / отлов безнадзорных животных,93000,5,Байконырский,en
"On Сарыарка street in one spot arbage is not collected, please take actino. not urgent but annoying",garbage,low,Управление благоустройства г. Астаны (Тазалық),21000,2,Байконырский,en
"in байконырский district several street lamps are out for a week, we called 109, no result",streetlight,low,Управление энергетики и ЖКХ / ТОО «Астана Жарық»,78000,6,Байконырский,en
"стройка на улице иманова возле городской больницы шумит рано утром, по возможности устраните",noise,low,Департамент полиции г. Астаны,1000,1,Байконырский,ru
"В Нуринский районе возле остановки в одном месте большая яма на дороге, сколько можно терпеть. когда будет возможность, посмотрите",pothole,low,Управление пассажирского транспорта и автодорог (Дорожный комитет),84000,11,Нуринский,ru
"байконырский ауданында 82 сағаттан бері электр жоқ, шара қолданыңыз. төтенше жағдай",power_outage,critical,АО «Астанаэнергосбыт» / городские электросети (АРЭК),120000,0,Байконырский,kk
"On Акжол street an elderly man fell on the street, not moving, the situation is serious, please fix urgently",medical_emergency,high,Станция скорой медицинской помощи (103),6000,0,Есильский,en
"На улице Сейфуллина сильный запах газа в подъезде, никто не реагирует. срочно, есть угроза для жизни",gas_leak,critical,Аварийная газовая служба 104 / АО «КазТрансГаз Аймак»,104000,0,Алматинский,ru
"на улице хусейна бижанова постоянные перебои с электричеством, просьба разобраться",power_outage,high,АО «Астанаэнергосбыт» / городские электросети (АРЭК),93000,1,Байконырский,ru
"На улице Тлендиева возле перекрёстка плохое благоустройство, дорожки разбиты, мелочь, но всё же",park_landscaping,low,Управление благоустройства и озеленения,382000,26,Нуринский,ru
"On Мангилик Ел street near the hospital hot water cut off for 76 days, the situation is serious, please fix urgently",heating_utilities,high,АО «Астана-Теплотранзит» / Управление энергетики и ЖКХ,432000,4,Нуринский,en
"В Алматинский районе возле остановки деревья не подстрижены, газон зарос, регуляярно. мелочь, но всё же Спасибо, что как всегда ничего не делается.",park_landscaping,low,Управление благоустройства и озеленения,233000,27,Алматинский,ru
"На ул. Сейфуллина в парке сломаны скамейки и качели, жители жалуются. жителям некомфортно",park_landscaping,medium,Управление благоустройства и озеленения,207000,21,Алматинский,ru
"On Достык street near the school #25 a car caught fire, the flames are spreading, people are in danger",fire,critical,ДЧС г. Астаны — Пожарная служба (101),667000,1,Алматинский,en
